millis, featureCount, featuresVal, problemCount, problemsVal, totalVal
748,1,2.950097,0,0.000000,2.950097
1238,1,2.950097,0,0.000000,2.950097
1349,2,3.324306,1,0.000000,0.374209
1468,2,3.324306,1,0.000000,0.374209
1538,2,3.324306,0,0.000000,3.324306
1628,3,5.505870,1,0.000000,4.955283
1737,4,8.507342,1,0.000000,7.656608
1819,4,8.507342,1,0.000000,7.656608
1899,4,8.507342,0,0.000000,8.507342
1899,5,11.239312,1,0.000000,10.115381
2138,5,11.239312,1,0.000000,10.115381
2197,5,11.239312,0,0.000000,11.239312
2407,5,11.239312,1,0.000000,10.115381
2579,6,12.884887,2,0.000000,11.105547
2618,6,12.884887,2,0.000000,11.105547
2848,6,12.884887,1,0.000000,12.339496
3176,7,13.466109,0,0.000000,13.466109
3248,8,16.705839,0,0.000000,16.705839
3377,9,18.927341,0,0.000000,18.927341
3469,9,18.927341,0,0.000000,18.927341
3619,9,18.927341,1,0.000000,18.104553
3738,10,19.354518,2,0.000000,17.950509
3787,11,21.845997,2,0.000000,20.441987
3797,11,21.845997,2,0.000000,20.441987
3859,11,21.845997,3,0.000000,18.397789
3979,12,25.126981,2,0.000000,22.091183
4117,12,25.126981,2,0.000000,22.091183
4138,12,25.126981,1,0.000000,22.614283
4207,12,25.126981,2,0.000000,22.614283
4238,12,25.126981,3,0.000000,22.614283
4298,12,25.126981,4,0.000000,21.885344
4379,12,25.126981,3,0.000000,21.885344
4478,12,25.126981,2,0.000000,21.885344
4718,12,25.126981,1,0.000000,24.317048
4768,12,25.126981,0,0.000000,25.126981
4878,13,25.187908,1,0.000000,23.942168
4947,13,25.187908,1,0.000000,23.942168
5109,13,25.187908,2,0.000000,23.881241
5226,13,25.187908,1,0.000000,25.126981
5357,14,26.847920,0,0.000000,26.847920
5777,14,26.847920,0,0.000000,26.847920
5837,15,29.997530,1,0.000000,26.997777
5918,16,30.921348,1,0.000000,27.829213
6049,17,31.476928,1,0.000000,28.329235
6128,17,31.476928,1,0.000000,28.329235
6359,17,31.476928,0,0.000000,31.476928
6388,17,31.476928,1,0.000000,28.329235
6478,18,35.177975,2,0.000000,31.660178
6588,18,35.177975,2,0.000000,31.660178
6616,18,35.177975,1,0.000000,31.660178
6699,18,35.177975,2,0.000000,30.951515
7099,18,35.177975,1,0.000000,34.390573
7158,19,35.833527,0,0.000000,35.833527
7297,19,35.833527,0,0.000000,35.833527
7417,20,36.335009,1,0.000000,34.484485
7508,21,40.220244,1,0.000000,38.369720
7657,21,40.220244,1,0.000000,38.369720
8047,21,40.220244,0,0.000000,40.220244
8318,21,40.220244,1,0.000000,39.564692
8349,21,40.220244,2,0.000000,35.608222
8768,22,41.360388,3,0.000000,36.634353
8918,22,41.360388,3,0.000000,36.634353
8927,23,41.649741,2,0.000000,37.484767
9138,23,41.649741,2,0.000000,37.484767
9368,23,41.649741,1,0.000000,37.484767
9518,23,41.649741,0,0.000000,41.649741
9597,24,42.461735,1,0.000000,38.215561
9607,24,42.461735,1,0.000000,38.215561
9739,24,42.461735,2,0.000000,37.959029
9978,24,42.461735,3,0.000000,37.593632
10088,25,45.279235,2,0.000000,44.588202
