millis, featureCount, featuresVal, problemCount, problemsVal, totalVal
138,1,2.221502,0,0.000000,2.221502
407,2,4.403066,0,0.000000,4.403066
647,3,7.642796,0,0.000000,7.642796
647,4,8.224018,0,0.000000,8.224018
708,5,11.174114,0,0.000000,11.174114
718,6,11.548324,0,0.000000,11.548324
798,6,11.548324,0,0.000000,11.548324
838,6,11.548324,1,0.000000,9.928459
846,6,11.548324,2,0.000000,7.706957
956,6,11.548324,3,0.000000,6.936261
1017,7,14.549796,4,0.000000,7.710069
1017,8,17.281765,4,0.000000,9.677087
1057,8,17.281765,4,0.000000,9.677087
1067,8,17.281765,3,0.000000,11.276568
1077,8,17.281765,2,0.000000,12.442871
1137,8,17.281765,3,0.000000,0.000000
1146,8,17.281765,2,0.000000,0.000000
1167,8,17.281765,1,0.000000,0.000000
1208,8,17.281765,2,0.000000,0.000000
1317,8,17.281765,0,0.000000,17.281765
1508,9,20.431375,0,0.000000,20.431375
1596,10,22.091388,0,0.000000,22.091388
1668,11,22.518565,0,0.000000,22.518565
1676,11,22.518565,0,0.000000,21.043517
1717,12,24.164141,1,0.000000,22.689092
1737,13,26.655619,1,0.000000,25.180571
1807,13,26.655619,1,0.000000,25.180571
1826,13,26.655619,2,0.000000,22.179099
1896,14,29.936603,1,0.000000,26.935131
1896,15,30.438085,1,0.000000,27.436613
1966,15,30.438085,1,0.000000,27.436613
1976,15,30.438085,2,0.000000,24.692952
1986,15,30.438085,1,0.000000,27.394277
2098,15,30.438085,2,0.000000,21.915421
2158,15,30.438085,1,0.000000,24.350468
2158,15,30.438085,2,0.000000,0.000000
2218,16,34.139133,1,0.000000,0.000000
2236,16,34.139133,1,0.000000,0.000000
2387,17,38.024367,0,0.000000,38.024367
2426,17,38.024367,0,0.000000,38.024367
2436,17,38.024367,1,0.000000,37.204121
2516,18,38.313720,2,0.000000,37.279885
2587,18,38.313720,2,0.000000,37.279885
2596,18,38.313720,1,0.000000,38.100131
2596,19,38.869300,2,0.000000,34.954664
2596,20,39.793117,2,0.000000,35.878481
2627,20,39.793117,2,0.000000,35.878481
2658,20,39.793117,4,0.000000,25.832507
2677,20,39.793117,3,0.000000,25.986290
2728,20,39.793117,2,0.000000,28.651045
2807,20,39.793117,4,0.000000,0.000000
2958,20,39.793117,3,0.000000,0.000000
2967,20,39.793117,2,0.000000,0.000000
3248,20,39.793117,1,0.000000,39.381724
3248,20,39.793117,1,0.000000,39.381724
3407,20,39.793117,2,0.000000,39.359088
3498,21,39.854044,4,0.000000,28.382411
3536,21,39.854044,4,0.000000,28.382411
3548,21,39.854044,6,0.000000,0.000000
3556,21,39.854044,8,0.000000,0.000000
3607,22,40.509596,7,0.000000,0.000000
3617,22,40.509596,7,0.000000,0.000000
3648,22,40.509596,9,0.000000,0.000000
3658,23,43.327096,8,0.000000,0.000000
3717,23,43.327096,8,0.000000,0.000000
3757,23,43.327096,7,0.000000,0.000000
3798,23,43.327096,6,0.000000,0.000000
3837,24,44.138643,5,0.000000,0.000000
3856,25,45.278788,5,0.000000,0.000000
3896,25,45.278788,5,0.000000,0.000000
3896,25,45.278788,5,0.000000,0.000000
3908,25,45.278788,7,0.000000,0.000000
3947,25,45.278788,6,0.000000,0.000000
4007,25,45.278788,5,0.000000,0.000000
4048,25,45.278788,4,0.000000,35.551339
4087,26,46.090782,3,0.000000,36.385697
4176,26,46.090782,3,0.000000,36.385697
4227,26,46.090782,2,0.000000,36.548006
4257,26,46.090782,1,0.000000,45.685008
4287,26,46.090782,0,0.000000,46.090782
4366,26,46.090782,3,0.000000,31.156763
4436,27,47.592647,6,0.000000,0.000000
4547,28,51.230877,6,0.000000,0.000000
4707,28,51.230877,6,0.000000,0.000000
4726,28,51.230877,5,0.000000,0.000000
4756,28,51.230877,8,0.000000,0.000000
4776,28,51.230877,7,0.000000,0.000000
4807,28,51.230877,10,0.000000,0.000000
4908,28,51.230877,9,0.000000,0.000000
4936,28,51.230877,12,0.000000,0.000000
4997,28,51.230877,11,0.000000,0.000000
5028,28,51.230877,10,0.000000,0.000000
5156,28,51.230877,9,0.000000,0.000000
5277,29,54.263693,8,0.000000,0.000000
5397,29,54.263693,8,0.000000,0.000000
5426,29,54.263693,7,0.000000,0.000000
5458,29,54.263693,10,0.000000,0.000000
5477,29,54.263693,9,0.000000,0.000000
5487,30,57.727679,8,0.000000,0.000000
5518,30,57.727679,8,0.000000,0.000000
5528,30,57.727679,11,0.000000,0.000000
5528,30,57.727679,10,0.000000,0.000000
5656,30,57.727679,9,0.000000,38.293188
5737,31,58.983175,8,0.000000,39.197146
5846,31,58.983175,8,0.000000,39.197146
5857,31,58.983175,7,0.000000,41.691216
5876,31,58.983175,6,0.000000,42.231888
5897,31,58.983175,5,0.000000,42.231888
5916,31,58.983175,4,0.000000,42.467886
5968,31,58.983175,3,0.000000,47.186540
5986,31,58.983175,2,0.000000,47.186540
6198,31,58.983175,6,0.000000,0.000000
6226,32,62.171756,5,0.000000,0.000000
6236,33,63.496649,5,0.000000,0.000000
6408,33,63.496649,5,0.000000,0.000000
6408,33,63.496649,5,0.000000,0.000000
6427,33,63.496649,8,0.000000,0.000000
6506,33,63.496649,7,0.000000,0.000000
6566,34,65.338232,11,0.000000,0.000000
6666,34,65.338232,11,0.000000,0.000000
6736,34,65.338232,10,0.000000,0.000000
