millis, featureCount, featuresVal, problemCount, problemsVal, totalVal
265,1,2.950097,0,0.000000,2.950097
314,2,3.324306,0,0.000000,3.324306
404,3,5.545808,0,0.000000,5.545808
545,4,8.547280,0,0.000000,8.547280
563,4,8.547280,0,0.000000,8.547280
633,4,8.547280,1,0.000000,7.692552
844,5,9.128502,2,0.000000,6.572521
875,5,9.128502,2,0.000000,6.572521
905,5,9.128502,3,0.000000,0.000000
963,5,9.128502,2,0.000000,0.000000
963,6,11.310066,1,0.000000,0.000000
1004,6,11.310066,1,0.000000,0.000000
1004,6,11.310066,1,0.000000,0.000000
1025,7,14.042035,3,0.000000,0.000000
1053,7,14.042035,3,0.000000,0.000000
1125,7,14.042035,2,0.000000,12.385893
1163,7,14.042035,1,0.000000,13.496644
1214,8,15.687611,0,0.000000,15.687611
1385,8,15.687611,0,0.000000,15.687611
1874,8,15.687611,1,0.000000,15.106389
1904,8,15.687611,2,0.000000,13.595750
2204,9,18.927341,3,0.000000,13.209206
2264,10,19.354518,3,0.000000,13.516773
2294,10,19.354518,3,0.000000,13.516773
2334,10,19.354518,2,0.000000,13.935253
2365,10,19.354518,3,0.000000,0.000000
2404,10,19.354518,2,0.000000,0.000000
2434,11,22.504128,1,0.000000,0.000000
2505,12,24.164141,1,0.000000,0.000000
2565,12,24.164141,1,0.000000,0.000000
2565,13,26.655619,1,0.000000,0.000000
2594,14,27.157101,2,0.000000,0.000000
2625,14,27.157101,2,0.000000,0.000000
2693,14,27.157101,1,0.000000,26.369698
2783,14,27.157101,2,0.000000,25.911362
3004,14,27.157101,1,0.000000,25.911362
3004,14,27.157101,2,0.000000,25.484184
3155,14,27.157101,1,0.000000,26.729924
3155,14,27.157101,2,0.000000,24.056931
3155,15,30.438085,1,0.000000,27.394277
3164,15,30.438085,1,0.000000,27.394277
3284,16,31.361903,2,0.000000,22.580570
3325,16,31.361903,2,0.000000,22.580570
3344,16,31.361903,1,0.000000,28.225713
3375,17,35.062950,0,0.000000,35.062950
3405,17,35.062950,0,0.000000,35.062950
3433,18,35.123877,1,0.000000,0.000000
3554,18,35.123877,1,0.000000,0.000000
3684,18,35.123877,0,0.000000,35.123877
3825,19,35.679457,2,0.000000,33.218719
3834,19,35.679457,2,0.000000,33.218719
3915,20,35.968810,4,0.000000,30.102430
3934,20,35.968810,4,0.000000,30.102430
3944,20,35.968810,6,0.000000,0.000000
4003,21,38.786309,5,0.000000,0.000000
4115,21,38.786309,5,0.000000,0.000000
4123,21,38.786309,4,0.000000,0.000000
4134,21,38.786309,3,0.000000,0.000000
4134,21,38.786309,5,0.000000,0.000000
4235,21,38.786309,4,0.000000,34.229267
4255,21,38.786309,3,0.000000,34.437126
4375,21,38.786309,2,0.000000,34.491960
4415,21,38.786309,1,0.000000,38.324400
4454,21,38.786309,0,0.000000,38.786309
4645,21,38.786309,2,0.000000,34.647261
4703,22,42.671544,4,0.000000,0.000000
4743,23,43.811689,4,0.000000,0.000000
4803,23,43.811689,4,0.000000,0.000000
4815,23,43.811689,3,0.000000,0.000000
4815,24,44.623682,5,0.000000,0.000000
4835,25,45.279235,5,0.000000,0.000000
4875,25,45.279235,5,0.000000,0.000000
4914,25,45.279235,4,0.000000,30.503022
4934,26,46.090782,3,0.000000,38.859170
4973,26,46.090782,3,0.000000,38.859170
5015,26,46.090782,2,0.000000,43.176856
5064,26,46.090782,4,0.000000,38.128376
5135,26,46.090782,3,0.000000,39.002554
5175,26,46.090782,2,0.000000,39.733348
5175,27,49.123597,1,0.000000,44.211238
5255,27,49.123597,1,0.000000,44.211238
5275,27,49.123597,0,0.000000,49.123597
5383,27,49.123597,2,0.000000,0.000000
5430,27,49.123597,5,0.000000,0.000000
5457,28,52.761827,7,0.000000,0.000000
5478,28,52.761827,7,0.000000,0.000000
5509,29,56.225814,9,0.000000,0.000000
5524,29,56.225814,9,0.000000,0.000000
5603,29,56.225814,8,0.000000,0.000000
5603,29,56.225814,8,0.000000,0.000000
5603,29,56.225814,10,0.000000,0.000000
5663,29,56.225814,9,0.000000,0.000000
5673,30,59.414394,8,0.000000,0.000000
5734,30,59.414394,8,0.000000,0.000000
5770,30,59.414394,7,0.000000,0.000000
5824,30,59.414394,6,0.000000,0.000000
5915,30,59.414394,5,0.000000,0.000000
5971,30,59.414394,4,0.000000,0.000000
6045,30,59.414394,3,0.000000,0.000000
6175,30,59.414394,2,0.000000,0.000000
6195,30,59.414394,1,0.000000,58.602847
6204,30,59.414394,4,0.000000,0.000000
6294,30,59.414394,3,0.000000,0.000000
6294,30,59.414394,3,0.000000,0.000000
6435,31,60.916259,5,0.000000,0.000000
6443,31,60.916259,5,0.000000,0.000000
6483,32,62.171756,4,0.000000,50.870600
6503,32,62.171756,4,0.000000,50.870600
6585,32,62.171756,3,0.000000,52.305461
6603,32,62.171756,6,0.000000,0.000000
6665,32,62.171756,5,0.000000,0.000000
6774,32,62.171756,4,0.000000,0.000000
6785,32,62.171756,3,0.000000,0.000000
6875,33,63.496649,2,0.000000,0.000000
6954,33,63.496649,2,0.000000,0.000000
6994,33,63.496649,5,0.000000,0.000000
7004,33,63.496649,4,0.000000,55.020459
7123,33,63.496649,7,0.000000,0.000000
7334,34,65.684092,6,0.000000,0.000000
7413,34,65.684092,6,0.000000,0.000000
