millis, featureCount, featuresVal, problemCount, problemsVal, totalVal
355,1,0.374209,0,0.000000,0.374209
395,1,0.374209,0,0.000000,0.374209
925,2,3.324306,1,0.000000,2.950097
994,2,3.324306,1,0.000000,2.950097
1194,3,6.564036,0,0.000000,6.564036
1353,3,6.564036,0,0.000000,6.564036
2025,4,8.785538,1,0.000000,7.906984
2124,4,8.785538,1,0.000000,7.906984
2165,4,8.785538,2,0.000000,7.906984
2214,4,8.785538,1,0.000000,7.906984
2524,4,8.785538,0,0.000000,8.785538
2585,5,11.787010,1,0.000000,10.608309
2613,5,11.787010,1,0.000000,10.608309
2853,5,11.787010,2,0.000000,9.932978
3073,6,12.368231,1,0.000000,11.617863
3194,6,12.368231,1,0.000000,11.617863
3474,7,14.549796,0,0.000000,14.549796
3575,7,14.549796,0,0.000000,14.549796
4086,7,14.549796,1,0.000000,13.459014
4294,8,17.699406,2,0.000000,16.027402
4465,9,20.431375,2,0.000000,18.759372
4744,9,20.431375,2,0.000000,18.759372
4824,9,20.431375,1,0.000000,19.850154
4874,10,22.076951,0,0.000000,22.076951
4926,10,22.076951,0,0.000000,22.076951
5144,10,22.076951,1,0.000000,19.869256
5575,11,22.578433,2,0.000000,20.320590
5684,12,23.005610,2,0.000000,20.705049
5744,12,23.005610,2,0.000000,20.705049
5844,12,23.005610,3,0.000000,20.705049
5854,12,23.005610,2,0.000000,20.705049
5994,12,23.005610,3,0.000000,20.608934
6015,12,23.005610,2,0.000000,20.608934
6134,12,23.005610,3,0.000000,20.383267
6195,12,23.005610,2,0.000000,20.479382
6244,12,23.005610,1,0.000000,22.754869
6554,13,24.665622,0,0.000000,24.665622
7225,14,27.157101,0,0.000000,27.157101
7303,14,27.157101,0,0.000000,27.157101
7404,15,30.438085,1,0.000000,27.946607
7443,15,30.438085,1,0.000000,27.946607
7934,15,30.438085,2,0.000000,25.151946
7974,16,30.499012,1,0.000000,27.449111
8173,16,30.499012,1,0.000000,27.449111
8235,17,34.200059,2,0.000000,30.780053
8294,17,34.200059,2,0.000000,30.780053
8345,17,34.200059,3,0.000000,30.780053
8473,17,34.200059,2,0.000000,30.780053
8685,17,34.200059,1,0.000000,30.780053
8923,18,34.855612,0,0.000000,34.855612
9084,18,34.855612,0,0.000000,34.855612
9164,19,35.411191,1,0.000000,34.485930
9333,19,35.411191,1,0.000000,34.485930
9374,19,35.411191,2,0.000000,34.158153
9425,19,35.411191,3,0.000000,33.602574
9475,19,35.411191,2,0.000000,34.527836
9663,20,36.335009,1,0.000000,35.779429
9735,20,36.335009,1,0.000000,35.779429
10335,20,36.335009,0,0.000000,36.335009
10553,21,37.146556,1,0.000000,33.431901
10654,21,37.146556,1,0.000000,33.431901
10665,22,39.964056,2,0.000000,35.967650
10793,22,39.964056,2,0.000000,35.967650
10965,22,39.964056,1,0.000000,35.967650
11083,22,39.964056,0,0.000000,39.964056
11384,23,43.849291,1,0.000000,39.464362
11614,23,43.849291,1,0.000000,39.464362
11875,24,46.882106,0,0.000000,46.882106
11884,24,46.882106,0,0.000000,46.882106
12184,25,48.022251,1,0.000000,47.050942
12284,26,49.277748,1,0.000000,48.306439
12515,26,49.277748,1,0.000000,48.306439
12565,26,49.277748,2,0.000000,46.790031
12694,26,49.277748,1,0.000000,47.761340
12723,27,52.741734,0,0.000000,52.741734
12885,27,52.741734,0,0.000000,52.741734
12955,27,52.741734,1,0.000000,51.486237
13205,27,52.741734,2,0.000000,46.337614
13494,28,54.243599,3,0.000000,47.689292
13574,29,55.055593,3,0.000000,48.420087
13605,29,55.055593,3,0.000000,48.420087
13684,30,55.344946,2,0.000000,49.810451
13705,30,55.344946,2,0.000000,49.810451
13944,30,55.344946,1,0.000000,49.810451
